12579.2211	0.1841
12578.0667	0.2069
12576.3470	0.2197
12571.9097	0.2221
12578.8104	0.1891
12581.3254	0.2187
12578.3727	0.2019
12574.1011	0.1880
12581.3029	0.2212
12576.5436	0.2235
12578.3931	0.2044
12571.0688	0.2212
12568.8093	0.1862
12568.8855	0.1855
12578.1729	0.2053
12570.4122	0.2068
12572.5830	0.2180
12576.6084	0.2245
12582.8399	0.2202
12576.5930	0.2246
12574.4322	0.1881
12569.7445	0.1947
12572.6230	0.2174
12576.4998	0.2200
12580.2829	0.2090
12573.0489	0.1984
12575.1871	0.1956
12573.8652	0.1854
12574.9056	0.1901
12568.3797	0.1899
12569.3562	0.1844
12562.1494	0.2176
12576.8190	0.2251
12561.4943	0.2215
12572.0260	0.2215
12574.5150	0.1963
12558.4682	0.1895
12568.5281	0.1846
12572.9184	0.1989
12567.0266	0.2132
12578.9524	0.1843
12576.5154	0.2192
12565.1099	0.1899
12585.4187	0.1963
12583.6364	0.1936
12578.2628	0.2000
12582.6962	0.2081
12569.9022	0.1973
12572.4606	0.2118
12575.8509	0.2088
12574.0227	0.1849
12569.7672	0.1988
12574.3763	0.1857
12575.8661	0.2162
12576.4059	0.2207
12570.9468	0.2211
12569.9649	0.1955
12573.1887	0.1976
12572.7422	0.2144
12576.9214	0.2198
12577.7484	0.2096
12579.4055	0.1856
12574.4020	0.1839
12570.8255	0.2114
12569.2121	0.1853
12577.2927	0.2183
12569.4914	0.1856
12568.2298	0.1995
12574.0074	0.1876
12570.2295	0.1901
12571.6471	0.2088
12578.2712	0.1816
12579.4886	0.1594
12573.8976	0.1615
12572.1563	0.1839
12569.9649	0.1580
12569.2220	0.1595
12570.8181	0.1698
12572.4422	0.1847
12568.2494	0.1682
12571.3637	0.1849
12573.7771	0.1725
12571.6872	0.1906
12573.6493	0.1681
12575.9988	0.1885
12574.8463	0.1655
12574.1900	0.1692
12577.6387	0.1926
12573.4405	0.1772
12579.4731	0.1703
12583.2760	0.1866
12573.6552	0.1696
12573.6794	0.1794
12577.7692	0.1929
12563.7702	0.1705
12566.8342	0.1956
12568.5594	0.1736
12583.6989	0.1893
12563.4207	0.1799
12579.9541	0.1719
12558.2925	0.1863
12569.8361	0.1723
12573.0108	0.1934
12582.0539	0.1947
12575.8358	0.1835
12583.3076	0.1905
12573.5632	0.1789
12574.8949	0.1706
12567.6632	0.1917
12571.8726	0.1979
12577.2225	0.1988
12568.9604	0.1739
12571.5164	0.2011
12576.5040	0.1945
12567.4068	0.1908
12576.7138	0.1931
12578.1162	0.1884
12570.8045	0.1850
12568.3265	0.1811
12575.9826	0.1784
12570.4864	0.1739
