1132.1295	0.1840
1132.5197	0.1700
1132.7222	0.1587
1132.4578	0.1718
1131.9334	0.1891
1132.2224	0.1779
1132.1712	0.1841
1132.2823	0.1772
1132.8342	0.1598
1132.4327	0.1708
1133.2434	0.1547
1133.0361	0.1542
1132.8163	0.1629
1132.6591	0.1705
1131.3804	0.1985
1132.9055	0.1640
1132.5387	0.1648
1132.5071	0.1764
1132.2611	0.1771
1132.7789	0.1609
1132.0003	0.1858
1132.6941	0.1695
1131.9305	0.1929
1133.2201	0.1590
1132.3481	0.1769
1132.6612	0.1718
1132.5829	0.1680
1132.4948	0.1709
1135.9205	0.2001
1130.8925	0.1964
1132.4675	0.1704
1132.4951	0.1717
1133.2208	0.1562
1131.6633	0.1982
1132.8434	0.1620
1131.9391	0.1911
1133.1838	0.1583
1132.3683	0.1793
1132.3209	0.1843
1132.5894	0.1735
1131.8352	0.1923
1133.2461	0.1555
1132.4351	0.1704
1132.0708	0.1850
1131.6995	0.1922
1132.3669	0.1761
1131.3215	0.1989
1132.1805	0.1828
1132.6392	0.1660
1132.0746	0.1848
1132.9494	0.1646
